PSD [V**2/Hz]
1.555779284216167065e-07,2.131544924566242010e-07,2.297472363762172621e-07,2.260328518133292270e-07,2.842545804367565102e-07,3.394666531875145559e-07,2.533731064957578383e-07,5.576508411782773015e-07,1.036338115056878493e-06,1.614025575236155376e-06,2.122632063598454362e-06,2.014530463867458736e-06
4.041215154811557800e-07,3.842289842737045758e-07,4.462111082403907752e-07,4.100560370072040991e-07,4.512560397055646379e-07,5.522411967421684928e-07,5.429444891014157261e-07,1.669989007761311451e-06,8.556817305382935925e-07,3.454943178364070728e-06,3.691644651837577755e-06,1.944675003073825961e-06
3.842203848118212040e-07,3.787530501379402944e-07,5.616031565125467962e-07,4.255151912010054053e-07,5.587471809083883991e-07,4.653698420250170652e-07,6.753628163380653859e-07,1.201477184764598945e-06,9.370765890063618382e-07,2.383006296705995462e-06,3.705950314270012229e-06,5.187806236979971250e-06
3.504856342336400641e-07,4.725860331215396273e-07,4.506200483866962259e-07,3.865174210323137358e-07,4.483382393967912815e-07,4.879361870398686754e-07,4.967183561651229675e-07,8.185399792637326543e-07,9.827930796291183955e-07,1.264494768093982117e-06,3.733362333472693261e-06,6.587793848211731529e-06
2.880582364639394866e-07,3.759770964488022168e-07,2.918024352519902878e-07,2.774545304617959118e-07,3.209963665540271798e-07,3.291750884907666109e-07,3.411821756079310479e-07,6.961412684821274271e-07,6.676668494520754605e-07,1.103665634142695803e-06,2.007978014143911064e-06,2.360893477515446733e-06
1.702315139813966377e-07,2.897370385390729447e-07,2.685600582585934043e-07,2.257794770107087293e-07,2.553690125870847883e-07,2.258783603418616389e-07,4.098323152845751095e-07,5.225284503751481891e-07,6.982654379742807314e-07,1.259004678052140979e-06,1.482804348521919163e-06,1.516799026527830160e-06
1.304565872513781753e-07,3.142749155434406253e-07,2.673327271551784391e-07,1.763820604239185794e-07,1.447206614102469651e-07,1.972955086859684517e-07,3.048356609506678534e-07,4.752509819165121836e-07,5.924113308945303753e-07,1.384249443484956553e-06,2.017121577561435410e-06,9.778006770488901080e-07
1.334701239604404014e-07,2.521558532642131816e-07,1.777755125923855874e-07,2.160517993103165223e-07,2.070799609121820489e-07,1.804287496298684399e-07,3.241802787693852097e-07,4.670871014411659417e-07,7.503639264901569541e-07,1.305581619822267787e-06,1.897044094197516093e-06,7.487244261028536342e-07
1.573683798975859465e-07,2.617622303802136336e-07,1.026275903296773124e-07,1.723174700411315540e-07,2.558386216359546335e-07,2.225298519675789013e-07,3.024991828877905972e-07,5.315742948634276408e-07,5.380088500335962868e-07,1.336743267188467144e-06,1.669662710194567406e-06,5.068805426352203984e-07
1.619276107719021644e-07,1.841147773499566547e-07,8.614541503841147978e-08,9.826122044920282670e-08,2.617535895884278266e-07,2.758259223393603417e-07,2.484489159589505234e-07,5.976276478728929951e-07,2.809253078458103457e-07,1.135769302921622478e-06,1.694775886562638292e-06,4.667242045286456930e-07
2.045682702493204779e-07,1.324562129904431226e-07,1.047203004607884681e-07,7.275603414550838605e-08,1.842563579638560261e-07,2.848782007477031695e-07,2.140820983894305533e-07,4.906698571005563069e-07,4.580631259779958549e-07,1.070542042687823998e-06,2.125350024565856539e-06,7.355777579931555434e-07
1.731588106753297550e-07,9.178917891687158078e-08,1.079758351618664847e-07,1.104408846745267653e-07,1.048194010403828178e-07,1.970287334174258778e-07,2.653557872397035004e-07,2.274485996878183763e-07,6.195411662209456810e-07,9.898772532324074260e-07,1.710941984356395509e-06,7.966216223564970066e-07
1.063081089898905954e-07,9.498265841993240037e-08,1.068408136480532813e-07,1.435700190732802586e-07,1.212468786112216031e-07,1.689264765403208806e-07,2.431505730389934438e-07,1.695463770268190676e-07,4.135467091733365250e-07,1.011324335801570394e-06,1.119769779241626968e-06,6.686870664888526102e-07
1.584430505315500277e-07,1.132371075129867650e-07,1.082485236558738988e-07,1.235573548289773675e-07,1.616701320964845372e-07,1.946820823661710218e-07,2.144243683943614140e-07,4.167507183202208918e-07,3.849411413625602912e-07,7.863389652603321782e-07,7.904510711161568653e-07,6.466244594586593192e-07
1.640463022312133088e-07,7.642824589500681869e-08,1.167380193400901991e-07,1.051584054797179644e-07,1.360235056147019001e-07,1.518978821835048673e-07,1.762855718586327723e-07,5.077344753819564196e-07,4.849783631873567892e-07,6.909761755953998989e-07,5.793519611311619164e-07,4.125710844053257621e-07
1.405531679192032761e-07,6.604182315091596264e-08,1.717620885225793869e-07,1.309666864549955894e-07,1.126330964495991767e-07,7.655015110685781110e-08,1.250814086084517491e-07,4.751550927532359183e-07,4.424913354839077117e-07,7.977089965767920867e-07,1.231435742946966139e-06,2.630496977869730461e-07
1.343678768842930029e-07,7.332579950632596454e-08,1.690661836306617314e-07,1.134586224083022951e-07,8.488569264534598941e-08,6.565011947401445088e-08,1.113507151077423402e-07,3.977039781943858543e-07,3.539987874390249196e-07,8.432161242984589127e-07,1.290795566196341814e-06,2.772553764647985740e-07
1.123367968129211138e-07,7.881429444541362653e-08,1.632746941944892067e-07,8.370887095339915288e-08,7.898920070988542661e-08,9.669417546653847314e-08,2.196425377576361021e-07,4.610469702015507315e-07,3.247666230166146518e-07,6.267189869883320362e-07,1.684065502279471222e-06,4.152910015875477256e-07
8.287303959649457703e-08,8.221928574266475506e-08,1.354921887279184893e-07,9.404902131156707445e-08,1.121726903437666095e-07,1.197187142309985469e-07,2.300103798091868051e-07,3.765773724258755105e-07,3.625902130247974699e-07,6.226841049302341606e-07,1.908381564419414560e-06,5.297388109208138070e-07
1.012343049685190012e-07,1.140825872288549622e-07,1.427225462554323089e-07,1.092056262900579610e-07,1.275863739399104192e-07,1.549668201594744890e-07,1.671379380378349874e-07,3.731328000355915825e-07,4.107669398104955245e-07,6.375639846586030026e-07,1.246938550517976690e-06,6.125924623271809206e-07
1.562659283749212485e-07,8.060296707116757250e-08,1.971909328564909967e-07,9.219608408569020803e-08,1.107774931341509754e-07,1.517644172110976691e-07,1.665544308101137409e-07,4.894341819531670575e-07,4.753638646863104345e-07,6.388623850976197668e-07,1.090492773532976973e-06,7.740206413586747658e-07
1.418503098760126696e-07,7.985946843073558083e-08,1.415911601299058020e-07,6.045719604941269228e-08,1.046133527952501222e-07,1.388810264124629051e-07,1.625209394617854688e-07,5.845028574924526342e-07,4.081689570038330986e-07,6.269767766298173017e-07,7.237293040418535384e-07,7.376583819033537090e-07
1.174162476284360907e-07,1.161008979030005686e-07,1.179302120809152171e-07,7.768698944884041540e-08,9.663143305712237588e-08,1.246251486008986725e-07,1.572611120437272855e-07,4.158223565771853468e-07,4.538656983280967684e-07,7.764969292149241038e-07,6.953614520928870894e-07,6.199522422238127557e-07
9.510312496037916516e-08,1.094646046103283335e-07,1.526787978415692853e-07,8.305037552484387814e-08,1.254671940611092549e-07,1.495629415870780576e-07,1.604478618485079828e-07,3.574994305181415040e-07,3.639330533822260138e-07,7.850034581480258355e-07,7.842611656390848767e-07,7.391549454875227194e-07
8.697822579210404709e-08,9.958293379537982685e-08,1.471286906085112029e-07,8.859408153760739953e-08,1.507602464423385519e-07,1.221126941490050909e-07,1.134640438345731719e-07,4.433920403575560497e-07,4.868167643223842090e-07,6.307512088928509658e-07,6.529797893506383843e-07,5.517899609952525496e-07
8.621842146894209955e-08,7.373905532663075110e-08,1.033418980019481100e-07,8.475375823380204565e-08,1.525624594952053823e-07,8.061176413794631508e-08,1.088281515867114052e-07,2.969063289744629634e-07,5.372272299316212644e-07,1.010207589757783395e-06,7.778073083386516373e-07,3.881694629133865652e-07
1.038532785398634497e-07,7.343987182828470321e-08,5.872627902488621727e-08,9.264239967758196282e-08,1.644473633414615167e-07,7.569891507704559191e-08,1.539942048841188236e-07,1.605637587924017342e-07,3.335791785019637246e-07,1.159395050128371982e-06,1.252113598108432323e-06,3.684101625841170506e-07
1.176077752814326998e-07,8.528437536921747450e-08,5.212190311946566649e-08,7.970775309414553375e-08,1.804906335204729372e-07,1.059428146395665318e-07,1.108918180392492961e-07,1.450505997091511184e-07,3.171481316973275509e-07,1.056342290202868246e-06,1.247840296040673461e-06,4.105299529063207491e-07
1.078650926504091473e-07,7.352164580846458331e-08,8.515185617360051512e-08,7.364954490348315491e-08,1.470267660212224718e-07,1.163723027867528434e-07,1.566219832345912828e-07,2.718253703311764417e-07,2.779875114692723866e-07,8.147752029212067291e-07,1.238187493868281308e-06,4.811412877595937252e-07
8.361267613092119581e-08,6.446924552677702454e-08,9.380728200151603486e-08,8.527450280719032498e-08,1.015463801934401999e-07,1.282247396290972508e-07,1.600934159166437555e-07,3.006083874731076737e-07,2.258731588729763929e-07,6.360474760806293680e-07,1.227674634662889688e-06,4.577895132011159614e-07
8.614584383614953557e-08,1.101841034708191532e-07,1.374591451922905710e-07,8.419428416117646389e-08,1.030880271072713048e-07,1.301655258245659805e-07,1.488431114656426353e-07,2.043440860669913205e-07,2.392447981058864814e-07,6.821200173590113991e-07,1.059872160880104317e-06,5.548197097008748621e-07
1.030875219557951003e-07,1.107092310270729793e-07,1.377622557733696797e-07,7.530741080360078260e-08,9.225774328195749402e-08,1.114995750987427924e-07,1.676779264769834405e-07,1.776937749535060511e-07,4.291369663178556736e-07,5.956888680695253433e-07,9.431634771480308623e-07,5.245183346621236756e-07
9.844097329884486636e-08,8.879716991335347164e-08,1.197236143409459780e-07,7.720499413110815377e-08,8.367985202539784421e-08,1.236855188639177931e-07,1.268194677199000969e-07,2.808494565798014264e-07,5.915784656214858588e-07,5.266093367891263359e-07,9.852320463465958224e-07,3.549089704790731154e-07
1.077283977024556805e-07,9.110442437491410284e-08,1.709767378343940330e-07,8.104303167444371070e-08,8.571845814542289862e-08,1.038257970561081350e-07,1.320972809063884417e-07,4.021774027288908211e-07,6.548251434423946193e-07,6.239090274344031736e-07,1.040067729718430201e-06,3.857267323298385514e-07
7.331711108597242766e-08,1.123356792476215533e-07,1.444346074445472030e-07,1.181555661015446821e-07,1.003252193025142904e-07,8.265077010941959986e-08,1.694058746319152930e-07,4.090273770351870902e-07,6.056958080572864441e-07,6.660484890138226082e-07,1.296286392478881046e-06,4.871401006430649240e-07
6.302254913492788811e-08,1.082680504656726382e-07,9.604576428993519838e-08,9.677719328138323892e-08,1.082515860654590793e-07,8.393706002844206777e-08,1.368765701226237858e-07,2.757604284179630541e-07,6.712224167889265139e-07,5.092752375664606937e-07,1.138953045654034213e-06,5.184275243171517760e-07
5.207778208671243192e-08,9.253598582207681628e-08,7.366558237483407400e-08,9.695570298377346203e-08,9.417788557897210392e-08,1.413965586690342841e-07,1.578386666404677842e-07,3.762853324928983162e-07,4.565281328675988799e-07,7.287164367634583424e-07,7.859533784682071412e-07,5.952797025088330186e-07
4.730726327710026004e-08,6.633907133254031969e-08,5.706041162530558072e-08,1.067036842291221002e-07,9.992414990260082303e-08,1.527815109388560242e-07,1.169690570179682307e-07,4.014146099962090375e-07,3.644052805877132773e-07,1.111032063031795270e-06,8.769561032739848085e-07,4.037772017776812158e-07
